name,wikipedia_link,image_link,sci_name
Alpine thrush,https://wikipedia.org/wiki/Alpine_thrush,https://en.wikipedia.org/wiki/File:Zoothera_mollissima_Khangchendzonga_Biosphere_Reserve_West_Sikkim_India_16.02.2016.jpg,Zoothera mollissima Khangchendzonga Biosphere Reserve West Sikkim India 16.02.2016
Alström's warbler,https://wikipedia.org/wiki/Alstr%C3%B6m%27s_warbler,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Wood_Warbler_(Phylloscopus_sibilatrix).jpg,Stub icon
Alta Floresta antpitta,https://wikipedia.org/wiki/Alta_Floresta_antpitta,https://en.wikipedia.org/wiki/File:Hylopezus_whittakeri_map.svg,Hylopezus whittakeri map.svg
Altai accentor,https://wikipedia.org/wiki/Altai_accentor,https://en.wikipedia.org/wiki/File:Altai_Accentor_-_Kazakistan_S4E4375_(17017124887).jpg,Altai Accentor   Kazakistan S4E4375 (17017124887)
Altai snowcock,https://wikipedia.org/wiki/Altai_snowcock,https://en.wikipedia.org/wiki/File:TetraogallusAltaicus.jpg,TetraogallusAltaicus
Altamira oriole,https://wikipedia.org/wiki/Altamira_oriole,https://en.wikipedia.org/wiki/File:Altamira_oriole_(Icterus_gularis_gigas)_Copan.jpg,Altamira oriole (Icterus gularis gigas) Copan
Altamira yellowthroat,https://wikipedia.org/wiki/Altamira_yellowthroat,https://en.wikipedia.org/wiki/File:Altamira_Yellowthroat_(Geothlypis_flavovelata)_male.jpg,Altamira Yellowthroat (Geothlypis flavovelata) male
Amami thrush,https://wikipedia.org/wiki/Amami_thrush,https://en.wikipedia.org/wiki/File:Zoothera_major_cropped.jpg,Zoothera major cropped
Amami woodcock,https://wikipedia.org/wiki/Amami_woodcock,https://en.wikipedia.org/wiki/File:Amami_Woodcock_Stuffed_specimen.jpg,Amami Woodcock Stuffed specimen
Amani sunbird,https://wikipedia.org/wiki/Amani_sunbird,https://en.wikipedia.org/wiki/File:Handsome_sunbird.jpg,Stub icon
Amazilia hummingbird,https://wikipedia.org/wiki/Amazilia_hummingbird,https://en.wikipedia.org/wiki/File:Amazilia_amazilia-4.jpg,Amazilia amazilia 4
Amazon kingfisher,https://wikipedia.org/wiki/Amazon_kingfisher,https://en.wikipedia.org/wiki/File:Amazon_Kingfisher.jpg,Amazon Kingfisher
Amazonian antpitta,https://wikipedia.org/wiki/Amazonian_antpitta,https://en.wikipedia.org/wiki/File:Hylopezus_berlepschi_map.svg,Hylopezus berlepschi map.svg
Amazonian antshrike,https://wikipedia.org/wiki/Amazonian_antshrike,https://en.wikipedia.org/wiki/File:Thamnophilus_amazonicus_-_Amazonian_Antshrike_(female)_01.JPG,Thamnophilus amazonicus   Amazonian Antshrike (female) 01.JPG
Amazonian barred woodcreeper,https://wikipedia.org/wiki/Amazonian_barred_woodcreeper,https://en.wikipedia.org/wiki/File:Amazonian_Barred-woodcreeper_(Dendrocolaptes_certhia).jpg,Amazonian Barred woodcreeper (Dendrocolaptes certhia)
Amazonian black tyrant,https://wikipedia.org/wiki/Amazonian_black_tyrant,"https://en.wikipedia.org/wiki/File:Knipolegus_poecilocercus_-_Amazonian_Black-Tyrant_(female),_Anavilhanas_islands,_,_Novo_Air%C3%A3o,_Amazonas,_Brazil.jpg","Knipolegus poecilocercus   Amazonian Black Tyrant (female), Anavilhanas islands, , Novo Airão, Amazonas, Brazil"
Amazonian grosbeak,https://wikipedia.org/wiki/Amazonian_grosbeak,"https://en.wikipedia.org/wiki/File:Cyanoloxia_rothschildii_Rothschild%27s_Grosbeak_(male);_Rio_Branco,_Acre,_Brazil.jpg","Cyanoloxia rothschildii Rothschild's Grosbeak (male); Rio Branco, Acre, Brazil"
Amazonian inezia,https://wikipedia.org/wiki/Amazonian_inezia,"https://en.wikipedia.org/wiki/File:Inezia_subflava_-_Amazonian_inezia,_Anavilhanas_National_Park,_Novo_Air%C3%A3o,_Amazonas,_Brazil.jpg","Inezia subflava   Amazonian inezia, Anavilhanas National Park, Novo Airão, Amazonas, Brazil"
Amazonian motmot,https://wikipedia.org/wiki/Amazonian_motmot,"https://en.wikipedia.org/wiki/File:500px_photo_(94339109),_crop.jpg","500px photo (94339109), crop"
Amazonian pygmy owl,https://wikipedia.org/wiki/Amazonian_pygmy_owl,https://en.wikipedia.org/wiki/File:Amazonian_Pygmy-owl_(Glaucidium_hardyi)_in_tree.jpg,Amazonian Pygmy owl (Glaucidium hardyi) in tree
Amazonian royal flycatcher,https://wikipedia.org/wiki/Amazonian_royal_flycatcher,https://en.wikipedia.org/wiki/File:Onychorhynchus_coronatus_-_Amazonian_Royal_Flycatcher.JPG,Onychorhynchus coronatus   Amazonian Royal Flycatcher.JPG
Amazonian scrub flycatcher,https://wikipedia.org/wiki/Amazonian_scrub_flycatcher,"https://en.wikipedia.org/wiki/File:Sublegatus_obscurior_-_Todd%27s_scrub-flycatcher,_Pte._Figueiredo,_Amazonas,_Brazil.jpg","Sublegatus obscurior   Todd's scrub flycatcher, Pte. Figueiredo, Amazonas, Brazil"
Amazonian streaked antwren,https://wikipedia.org/wiki/Amazonian_streaked_antwren,https://en.wikipedia.org/wiki/File:Myrmotherula_multostriata_-_Amazonian_Streaked-Antwren_(female).JPG,Myrmotherula multostriata   Amazonian Streaked Antwren (female).JPG
Amazonian trogon,https://wikipedia.org/wiki/Amazonian_trogon,https://en.wikipedia.org/wiki/File:Bucco_tamatia_pulmentum_Aglaeactis_castelnaudii_Trogon_ramonianus.jpg,Bucco tamatia pulmentum Aglaeactis castelnaudii Trogon ramonianus
Amazonian umbrellabird,https://wikipedia.org/wiki/Amazonian_umbrellabird,https://en.wikipedia.org/wiki/File:Amazonian_Umbrellabird_fem_-_Manu_NP_8291_(16834437801).jpg,Amazonian Umbrellabird fem   Manu NP 8291 (16834437801)
Ambon white-eye,https://wikipedia.org/wiki/Ambon_white-eye,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.133413_1_-_Zosterops_kuehni_Hartert,_1906_-_Zosteropidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.133413 1   Zosterops kuehni Hartert, 1906   Zosteropidae   bird skin specimen.jpeg"
Amboyna cuckoo-dove,https://wikipedia.org/wiki/Amboyna_cuckoo-dove,https://en.wikipedia.org/wiki/File:Macropygia_amboinensis_-_Siau_Island_(2).jpg,Macropygia amboinensis   Siau Island (2)
Ameline swiftlet,https://wikipedia.org/wiki/Ameline_swiftlet,https://en.wikipedia.org/wiki/File:Palawan_swiftlet_(Aerodramus_palawanensis)_hunting_by_echolocation_(cropped).JPG,Palawan swiftlet (Aerodramus palawanensis) hunting by echolocation (cropped).JPG
American avocet,https://wikipedia.org/wiki/American_avocet,https://en.wikipedia.org/wiki/File:American_Avocet1.jpg,American Avocet1
American barn owl,https://wikipedia.org/wiki/American_barn_owl,"https://en.wikipedia.org/wiki/File:American_Barn_Owl,_Bear_River,_Utah_(9637780911).jpg","American Barn Owl, Bear River, Utah (9637780911)"
American bittern,https://wikipedia.org/wiki/American_bittern,https://en.wikipedia.org/wiki/File:Botaurus_lentiginosus_28079.JPG,Botaurus lentiginosus 28079.JPG
American black duck,https://wikipedia.org/wiki/American_black_duck,https://en.wikipedia.org/wiki/File:Blackduck.jpg,Blackduck
American black swift,https://wikipedia.org/wiki/American_black_swift,"https://en.wikipedia.org/wiki/File:Black_Swift,_adult.jpg","Black Swift, adult"
American bushtit,https://wikipedia.org/wiki/American_bushtit,"https://en.wikipedia.org/wiki/File:Psaltriparus_minimus_-Chilliwack,_British_Columbia,_Canada_-male-8.jpg","Psaltriparus minimus  Chilliwack, British Columbia, Canada  male 8"
American coot,https://wikipedia.org/wiki/American_coot,https://en.wikipedia.org/wiki/File:American_coot_in_Prospect_Park_(06152).jpg,American coot in Prospect Park (06152)
American crow,https://wikipedia.org/wiki/American_crow,https://en.wikipedia.org/wiki/File:Corvus-brachyrhynchos-001.jpg,Corvus brachyrhynchos 001
American dipper,https://wikipedia.org/wiki/American_dipper,https://en.wikipedia.org/wiki/File:American_Dipper.jpg,American Dipper
American dusky flycatcher,https://wikipedia.org/wiki/American_dusky_flycatcher,https://en.wikipedia.org/wiki/File:Dusky_Flycatcher_San_Pedro_River_Sierra_Vista_AZ_2017-04-27_08-57-38-2_(34192813821).jpg,Dusky Flycatcher San Pedro River Sierra Vista AZ 2017 04 27 08 57 38 2 (34192813821)
American flamingo,https://wikipedia.org/wiki/American_flamingo,https://en.wikipedia.org/wiki/File:American_flamingo_(Phoenicopterus_ruber).JPG,American flamingo (Phoenicopterus ruber).JPG
American golden plover,https://wikipedia.org/wiki/American_golden_plover,https://en.wikipedia.org/wiki/File:Pluvialis_dominica1.jpg,Pluvialis dominica1
American goldfinch,https://wikipedia.org/wiki/American_goldfinch,https://en.wikipedia.org/wiki/File:Male_American_Goldfinch_in_Lodi_CA.JPG,Male American Goldfinch in Lodi CA.JPG
American gray flycatcher,https://wikipedia.org/wiki/American_gray_flycatcher,https://en.wikipedia.org/wiki/File:Empidonax_wrightii_Richard_Crossley.jpg,Empidonax wrightii Richard Crossley
American herring gull,https://wikipedia.org/wiki/American_herring_gull,https://en.wikipedia.org/wiki/File:Larus_smithsonianus-USFWS.jpg,Larus smithsonianus USFWS
American kestrel,https://wikipedia.org/wiki/American_kestrel,https://en.wikipedia.org/wiki/File:AmericanKestrel02.jpg,AmericanKestrel02
American oystercatcher,https://wikipedia.org/wiki/American_oystercatcher,https://en.wikipedia.org/wiki/File:American_oystercatchers_at_Fort_Tilden_(60747).jpg,American oystercatchers at Fort Tilden (60747)
American purple gallinule,https://wikipedia.org/wiki/American_purple_gallinule,https://en.wikipedia.org/wiki/File:PurpleGallinule.jpg,PurpleGallinule
American pygmy kingfisher,https://wikipedia.org/wiki/American_pygmy_kingfisher,https://en.wikipedia.org/wiki/File:Chloroceryle-aenea-001.jpg,Chloroceryle aenea 001
American redstart,https://wikipedia.org/wiki/American_redstart,"https://en.wikipedia.org/wiki/File:Setophaga_ruticilla_-Chiquimula,_Guatemala_-male-8-4c.jpg","Setophaga ruticilla  Chiquimula, Guatemala  male 8 4c"
American robin,https://wikipedia.org/wiki/American_robin,https://en.wikipedia.org/wiki/File:Turdus-migratorius-002.jpg,Turdus migratorius 002
American three-toed woodpecker,https://wikipedia.org/wiki/American_three-toed_woodpecker,https://en.wikipedia.org/wiki/File:American_Three-toed_Woodpecker_-_Picoides_dorsalis_(Male).jpg,American Three toed Woodpecker   Picoides dorsalis (Male)
American tree sparrow,https://wikipedia.org/wiki/American_tree_sparrow,https://en.wikipedia.org/wiki/File:Spizella-arborea-002_edit2.jpg,Spizella arborea 002 edit2
American white ibis,https://wikipedia.org/wiki/American_white_ibis,https://en.wikipedia.org/wiki/File:American_White_IbisII.jpg,American White IbisII
American white pelican,https://wikipedia.org/wiki/American_white_pelican,https://en.wikipedia.org/wiki/File:American_White_Pelican.jpg,American White Pelican
American wigeon,https://wikipedia.org/wiki/American_wigeon,https://en.wikipedia.org/wiki/File:Anas_americana_-_drake.jpg,Anas americana   drake
American woodcock,https://wikipedia.org/wiki/American_woodcock,https://en.wikipedia.org/wiki/File:American_Woodcock_Scolopax_minor.jpg,"Squat brown bird with long bill, concealed in grass"
American yellow warbler,https://wikipedia.org/wiki/American_yellow_warbler,https://en.wikipedia.org/wiki/File:Dendroica-aestiva-001.jpg,Dendroica aestiva 001
Amethyst brown dove,https://wikipedia.org/wiki/Amethyst_brown_dove,https://en.wikipedia.org/wiki/File:Amethyst_Brown-dove.png,Amethyst Brown dove.png
Amethyst sunbird,https://wikipedia.org/wiki/Amethyst_sunbird,https://en.wikipedia.org/wiki/File:Amethyst_sunbird.jpg,Amethyst sunbird
Amethyst woodstar,https://wikipedia.org/wiki/Amethyst_woodstar,https://en.wikipedia.org/wiki/File:Calliphlox_amethystina_(male).jpg,Calliphlox amethystina (male)
Amethyst-throated mountaingem,https://wikipedia.org/wiki/Amethyst-throated_mountaingem,https://en.wikipedia.org/wiki/File:Lampornis_amethystinus_margaritae_1902.jpg,Lampornis amethystinus margaritae 1902
Amethyst-throated sunangel,https://wikipedia.org/wiki/Amethyst-throated_sunangel,https://en.wikipedia.org/wiki/File:Amethyst-throated_Sunangel_-_Ecuador_S4E1868.jpg,Amethyst throated Sunangel   Ecuador S4E1868
Ampay tapaculo,https://wikipedia.org/wiki/Ampay_tapaculo,https://en.wikipedia.org/wiki/File:Scytalopus_whitneyi_map.svg,Scytalopus whitneyi map.svg
Amsterdam albatross,https://wikipedia.org/wiki/Amsterdam_albatross,https://en.wikipedia.org/wiki/File:Amsterdam_Albatross_0A2A3755.jpg,Amsterdam Albatross 0A2A3755
Amsterdam wigeon,https://wikipedia.org/wiki/Amsterdam_wigeon,https://en.wikipedia.org/wiki/File:Orthographic_projection_centred_over_Ile_Amsterdam.png,Orthographic projection centred over Ile Amsterdam.png
Amur falcon,https://wikipedia.org/wiki/Amur_falcon,https://en.wikipedia.org/wiki/File:Amur_Falcon_(male)_(vagrant).jpg,Amur Falcon (male) (vagrant)
Amur paradise flycatcher,https://wikipedia.org/wiki/Amur_paradise_flycatcher,https://en.wikipedia.org/wiki/File:Amur_Paradise_Flycatcher_(Terpsiphone_incei)_-_Lip_Kee_(3).jpg,Amur Paradise Flycatcher (Terpsiphone incei)   Lip Kee (3)
Anambra waxbill,https://wikipedia.org/wiki/Anambra_waxbill,https://en.wikipedia.org/wiki/File:Zebra_finch_group.png,Stub icon
Ancash tapaculo,https://wikipedia.org/wiki/Ancash_tapaculo,"https://en.wikipedia.org/wiki/File:Scytalopus_affinis_-_Ancash_Tapaculo,_Huascar%C3%A1n_National_Park,_Ancash,_Peru_(cropped).jpg","Scytalopus affinis   Ancash Tapaculo, Huascarán National Park, Ancash, Peru (cropped)"
Anchieta's barbet,https://wikipedia.org/wiki/Anchieta%27s_barbet,"https://en.wikipedia.org/wiki/File:Stactolaema_anchietae,_Kuito,_Birding_Weto,_a.jpg","Stactolaema anchietae, Kuito, Birding Weto, a"
Anchieta's sunbird,https://wikipedia.org/wiki/Anchieta%27s_sunbird,"https://en.wikipedia.org/wiki/File:Anthreptes_anchietae,_Cuchi,_Birding_Weto,_a.jpg","Anthreptes anchietae, Cuchi, Birding Weto, a"
Ancient antwren,https://wikipedia.org/wiki/Ancient_antwren,https://en.wikipedia.org/wiki/File:Herpsilochmus_gentryi_-_Ancient_Antwren_1.jpg,Herpsilochmus gentryi   Ancient Antwren 1
Ancient murrelet,https://wikipedia.org/wiki/Ancient_murrelet,https://en.wikipedia.org/wiki/File:Ancient_Murrelet_-_Semiahmoo_Spit.jpg,Ancient Murrelet   Semiahmoo Spit
Andaman bulbul,https://wikipedia.org/wiki/Andaman_bulbul,https://en.wikipedia.org/wiki/File:The_Andaman_Bulbul.jpg,The Andaman Bulbul
Andaman coucal,https://wikipedia.org/wiki/Andaman_coucal,https://en.wikipedia.org/wiki/File:Andaman_Coucal_2.JPG,Andaman Coucal 2.JPG
Andaman crake,https://wikipedia.org/wiki/Andaman_crake,https://en.wikipedia.org/wiki/File:Andaman_Crake2.JPG,Andaman Crake2.JPG
Andaman cuckoo-dove,https://wikipedia.org/wiki/Andaman_cuckoo-dove,"https://en.wikipedia.org/wiki/File:Andaman_Cuckoo_Dove_-_Shreeram_M_V_-_Mt_Harriett_National_Park,_Andaman.jpg","Andaman Cuckoo Dove   Shreeram M V   Mt Harriett National Park, Andaman"
Andaman cuckooshrike,https://wikipedia.org/wiki/Andaman_cuckooshrike,https://en.wikipedia.org/wiki/File:Andaman_Cuckoo_Shrike.jpg,Andaman Cuckoo Shrike
Andaman drongo,https://wikipedia.org/wiki/Andaman_drongo,https://en.wikipedia.org/wiki/File:Andaman_Drongo_(Dicrurus_andamanensis)_in_tree.jpg,Andaman Drongo (Dicrurus andamanensis) in tree
Andaman flowerpecker,https://wikipedia.org/wiki/Andaman_flowerpecker,https://en.wikipedia.org/wiki/File:Andaman_Flowerpecker.png,Andaman Flowerpecker.png
Andaman green pigeon,https://wikipedia.org/wiki/Andaman_green_pigeon,https://en.wikipedia.org/wiki/File:Andaman_Green-pigeon_flight.JPG,Andaman Green pigeon flight.JPG
Andaman hawk-owl,https://wikipedia.org/wiki/Andaman_hawk-owl,https://en.wikipedia.org/wiki/File:NinoxAffinisIbis.jpg,NinoxAffinisIbis
Andaman masked owl,https://wikipedia.org/wiki/Andaman_masked_owl,https://en.wikipedia.org/wiki/File:Andaman_Masked_Owl.jpg,Andaman Masked Owl
Andaman nightjar,https://wikipedia.org/wiki/Andaman_nightjar,https://en.wikipedia.org/wiki/File:Chordeiles_minorEJN31CB.jpg,Stub icon
Andaman scops owl,https://wikipedia.org/wiki/Andaman_scops_owl,https://en.wikipedia.org/wiki/File:ScopsBalliKeulemans.jpg,ScopsBalliKeulemans
Andaman serpent eagle,https://wikipedia.org/wiki/Andaman_serpent_eagle,https://en.wikipedia.org/wiki/File:Andaman_Serpent_Eagle_Albin_1.jpg,Andaman Serpent Eagle Albin 1
Andaman shama,https://wikipedia.org/wiki/Andaman_shama,https://en.wikipedia.org/wiki/File:KittacinclaSturniaSmit.jpg,KittacinclaSturniaSmit
Andaman teal,https://wikipedia.org/wiki/Andaman_teal,https://en.wikipedia.org/wiki/File:AnasAlbigularisKeulemans.jpg,AnasAlbigularisKeulemans
Andaman treepie,https://wikipedia.org/wiki/Andaman_treepie,https://en.wikipedia.org/wiki/File:DendrocittaBayleiIbis.jpg,DendrocittaBayleiIbis
Andaman wood pigeon,https://wikipedia.org/wiki/Andaman_wood_pigeon,https://en.wikipedia.org/wiki/File:IanthoenasColumboidesSmit.jpg,IanthoenasColumboidesSmit
Andaman woodpecker,https://wikipedia.org/wiki/Andaman_woodpecker,https://en.wikipedia.org/wiki/File:Andaman_Woodpecker_(Dryocopus_hodgei)_on_a_tree.jpg,Andaman Woodpecker (Dryocopus hodgei) on a tree
Andean avocet,https://wikipedia.org/wiki/Andean_avocet,https://en.wikipedia.org/wiki/File:Recurvirostra_andina.jpg,Recurvirostra andina
Andean cock-of-the-rock,https://wikipedia.org/wiki/Andean_cock-of-the-rock,https://en.wikipedia.org/wiki/File:Rupicola_peruviana_(male)_-San_Diego_Zoo-8a.jpg,Rupicola peruviana (male)  San Diego Zoo 8a
Andean condor,https://wikipedia.org/wiki/Andean_condor,https://en.wikipedia.org/wiki/File:Colca-condor-c03.jpg,Colca condor c03
Andean coot,https://wikipedia.org/wiki/Andean_coot,https://en.wikipedia.org/wiki/File:Andean_Coot_RWD2.jpg,Andean Coot RWD2
Andean duck,https://wikipedia.org/wiki/Andean_duck,https://en.wikipedia.org/wiki/File:Rm_pb_erismature_des_andes._wiki.jpg,Rm pb erismature des andes. wiki
Andean emerald,https://wikipedia.org/wiki/Andean_emerald,https://en.wikipedia.org/wiki/File:Andean_Emerald_(Amazilia_franciae).jpg,Andean Emerald (Amazilia franciae)
Andean flamingo,https://wikipedia.org/wiki/Andean_flamingo,https://en.wikipedia.org/wiki/File:Two_andeanflamingo_june2003_arp.jpg,Two andeanflamingo june2003 arp
Andean flicker,https://wikipedia.org/wiki/Andean_flicker,https://en.wikipedia.org/wiki/File:Colaptes_rupicola_20070123.jpg,Colaptes rupicola 20070123
Andean goose,https://wikipedia.org/wiki/Andean_goose,https://en.wikipedia.org/wiki/File:Chloephaga_melanoptera1.jpg,Chloephaga melanoptera1
Andean guan,https://wikipedia.org/wiki/Andean_guan,https://en.wikipedia.org/wiki/File:Andean_Guan_(Penelope_montagnii).jpg,Andean Guan (Penelope montagnii)
Andean gull,https://wikipedia.org/wiki/Andean_gull,https://en.wikipedia.org/wiki/File:Andean_Gull_RWD5.jpg,Andean Gull RWD5
Andean hillstar,https://wikipedia.org/wiki/Andean_hillstar,https://en.wikipedia.org/wiki/File:Oreotrochilusestella2.jpg,Oreotrochilusestella2
Andean ibis,https://wikipedia.org/wiki/Andean_ibis,https://en.wikipedia.org/wiki/File:Theristicus_branickii_63684956.jpg,Theristicus branickii 63684956
Andean laniisoma,https://wikipedia.org/wiki/Andean_laniisoma,https://en.wikipedia.org/wiki/File:Laniisoma_buckleyi.jpg,Laniisoma buckleyi
Andean lapwing,https://wikipedia.org/wiki/Andean_lapwing,"https://en.wikipedia.org/wiki/File:Andean_Lapwing_(Vanellus_resplendens)_on_the_ground,_side_view.jpg","Andean Lapwing (Vanellus resplendens) on the ground, side view"
Andean motmot,https://wikipedia.org/wiki/Andean_motmot,https://en.wikipedia.org/wiki/File:Highland_Motmot_-_Colombia_(22048211293).jpg,Highland Motmot   Colombia (22048211293)
Andean negrito,https://wikipedia.org/wiki/Andean_negrito,"https://en.wikipedia.org/wiki/File:Andean_Negrito_(Lessonia_oreas)_on_the_ground,_side_view.jpg","Andean Negrito (Lessonia oreas) on the ground, side view"
Andean parakeet,https://wikipedia.org/wiki/Andean_parakeet,https://en.wikipedia.org/wiki/File:BolborhynchusAndicolaKeulemans.jpg,BolborhynchusAndicolaKeulemans
